Activity_ID,Application_ID,Product_Type,Channel,Stage,Activity_Type,Activity_Timestamp,Performed_By,Status_After_Activity,Activity_Notes,Dedupe_Flag,Dedupe_Match_Type,Existing_Record_Flag,Risk_Grade,Fraud_Flag,Exception_Flag,Bureau_Score,Employment_Verified,Income_Verified,Address_Verified,KYC_Status,UW_Decision,Escalation_Required,Underwriting_Notes,Documents_Collected_Flag,Missing_Documents_Count,PDOC_Status,PDOC_Clearance_Date,PDOC_Notes,Final_Approved_Limit,Disbursement_Date,Activation_Status,Welcome_Kit_Sent,DI_Notes,Stage_Start_Timestamp,Stage_End_Timestamp,Stage_Duration_Minutes,Total_Processing_Days,SLA_Met,Last_Modified_By,Last_Modified_Timestamp,Escalation_Notes,QA_Check_Flag
308,APP026,Other,Online,PDOC,Documents Collected,2025-09-04 04:14,Auto,Pending,Documents Collected done for PDOC,Yes,None,NA,High,Yes,NA,593,No,No,Yes,Pending,Decline,No,Notes for PDOC,No,1,On Hold,2025-09-04 05:14,PDOC note for APP026,9023,2025-09-04 06:14,Inactive,No,DI note for APP026,2025-09-04 01:34,2025-09-04 04:14,160,4,No,Team B,2025-09-04 04:14,Escalation note for APP026,Yes
309,APP026,Other,Online,PDOC,PDOC Reviewed,2025-09-04 06:01,Team A,Pending,PDOC Reviewed done for PDOC,NA,Exact,Yes,Medium,No,No,889,Yes,Yes,No,Pending,Hold,No,Notes for PDOC,NA,1,Complete,2025-09-04 07:01,PDOC note for APP026,2474,2025-09-04 08:01,Inactive,No,DI note for APP026,2025-09-04 05:11,2025-09-04 06:01,50,5,No,System,2025-09-04 06:01,Escalation note for APP026,No
310,APP026,Other,Online,DI,Disbursed,2025-09-04 07:41,System,Rejected,Disbursed done for DI,NA,Partial,NA,Low,Yes,No,475,NA,No,Yes,Rejected,Decline,NA,Notes for DI,Yes,1,Rejected,2025-09-04 08:41,PDOC note for APP026,5259,2025-09-04 09:41,Active,No,DI note for APP026,2025-09-04 06:53,2025-09-04 07:41,48,1,Yes,System,2025-09-04 07:41,Escalation note for APP026,No
311,APP026,Other,Online,DI,Activated,2025-09-04 11:41,Third Party,Complete,Activated done for DI,NA,Partial,NA,High,Yes,Yes,320,No,No,No,Cleared,Hold,No,Notes for DI,NA,1,Complete,2025-09-04 12:41,PDOC note for APP026,2643,2025-09-04 13:41,Active,No,DI note for APP026,2025-09-04 08:23,2025-09-04 11:41,198,6,No,System,2025-09-04 11:41,Escalation note for APP026,Yes
312,APP026,Other,Online,DI,Welcome Kit Sent,2025-09-04 13:31,Team A,Complete,Welcome Kit Sent done for DI,Yes,None,NA,Medium,No,NA,747,No,NA,Yes,Pending,Decline,NA,Notes for DI,No,0,Pending,2025-09-04 14:31,PDOC note for APP026,7560,2025-09-04 15:31,Inactive,Yes,DI note for APP026,2025-09-04 12:16,2025-09-04 13:31,75,10,No,System,2025-09-04 13:31,Escalation note for APP026,Yes
313,APP027,Loan,TeleSales,Sourcing,Submitted,2025-09-11 01:25,Third Party,On Hold,Submitted done for Sourcing,NA,None,No,Medium,NA,Yes,457,Yes,NA,NA,Pending,Hold,NA,Notes for Sourcing,Yes,3,Rejected,2025-09-11 02:25,PDOC note for APP027,9926,2025-09-11 03:25,Inactive,No,DI note for APP027,2025-09-11 00:00,2025-09-11 01:25,85,8,Yes,System,2025-09-11 01:25,Escalation note for APP027,No
314,APP027,Loan,TeleSales,Sourcing,Reviewed,2025-09-11 03:41,Team B,Pending,Reviewed done for Sourcing,Yes,Exact,Yes,Medium,No,No,752,NA,Yes,Yes,Pending,Approve,NA,Notes for Sourcing,Yes,1,Complete,2025-09-11 04:41,PDOC note for APP027,5093,2025-09-11 05:41,Inactive,NA,DI note for APP027,2025-09-11 01:44,2025-09-11 03:41,117,3,Yes,Team A,2025-09-11 03:41,Escalation note for APP027,Yes
315,APP027,Loan,TeleSales,Dedupe,Checked,2025-09-11 05:49,Auto,Pending,Checked done for Dedupe,No,Partial,No,Low,No,No,599,No,NA,No,Cleared,Hold,Yes,Notes for Dedupe,No,3,Complete,2025-09-11 06:49,PDOC note for APP027,6482,2025-09-11 07:49,Active,NA,DI note for APP027,2025-09-11 04:06,2025-09-11 05:49,103,8,No,Team B,2025-09-11 05:49,Escalation note for APP027,Yes
316,APP027,Loan,TeleSales,Dedupe,Flagged,2025-09-11 08:20,System,Pending,Flagged done for Dedupe,No,Partial,NA,Low,Yes,Yes,300,No,No,NA,Cleared,Approve,Yes,Notes for Dedupe,No,1,Pending,2025-09-11 09:20,PDOC note for APP027,7997,2025-09-11 10:20,Active,NA,DI note for APP027,2025-09-11 06:13,2025-09-11 08:20,127,7,Yes,System,2025-09-11 08:20,Escalation note for APP027,No
317,APP027,Loan,TeleSales,Underwriting,Verified Documents,2025-09-11 09:51,Third Party,On Hold,Verified Documents done for Underwriting,NA,None,No,High,Yes,NA,544,No,Yes,Yes,Rejected,Decline,No,Notes for Underwriting,NA,0,Complete,2025-09-11 10:51,PDOC note for APP027,3217,2025-09-11 11:51,Active,No,DI note for APP027,2025-09-11 08:59,2025-09-11 09:51,52,10,No,Team A,2025-09-11 09:51,Escalation note for APP027,Yes
318,APP027,Loan,TeleSales,Underwriting,Decision,2025-09-11 12:06,Team B,Complete,Decision done for Underwriting,Yes,Partial,NA,Low,Yes,Yes,360,NA,Yes,Yes,Rejected,Approve,No,Notes for Underwriting,No,1,Approved,2025-09-11 13:06,PDOC note for APP027,7580,2025-09-11 14:06,Active,No,DI note for APP027,2025-09-11 10:25,2025-09-11 12:06,101,9,No,System,2025-09-11 12:06,Escalation note for APP027,No
319,APP027,Loan,TeleSales,Underwriting,Escalated,2025-09-11 13:22,Auto,Escalated,Escalated done for Underwriting,NA,None,NA,Medium,NA,NA,853,NA,No,No,Rejected,Hold,Yes,Notes for Underwriting,Yes,0,On Hold,2025-09-11 14:22,PDOC note for APP027,6479,2025-09-11 15:22,Inactive,NA,DI note for APP027,2025-09-11 12:50,2025-09-11 13:22,32,2,Yes,System,2025-09-11 13:22,Escalation note for APP027,No
320,APP027,Loan,TeleSales,PDOC,Documents Collected,2025-09-11 16:56,Team B,Rejected,Documents Collected done for PDOC,No,None,Yes,Medium,No,No,683,Yes,No,No,Cleared,Hold,NA,Notes for PDOC,Yes,0,Approved,2025-09-11 17:56,PDOC note for APP027,6957,2025-09-11 18:56,Active,Yes,DI note for APP027,2025-09-11 13:29,2025-09-11 16:56,207,1,Yes,System,2025-09-11 16:56,Escalation note for APP027,No
321,APP027,Loan,TeleSales,PDOC,PDOC Reviewed,2025-09-11 21:02,Team A,Rejected,PDOC Reviewed done for PDOC,No,Exact,NA,Low,NA,NA,666,No,NA,Yes,Pending,Decline,No,Notes for PDOC,Yes,0,Complete,2025-09-11 22:02,PDOC note for APP027,7830,2025-09-11 23:02,Inactive,Yes,DI note for APP027,2025-09-11 17:36,2025-09-11 21:02,206,7,No,System,2025-09-11 21:02,Escalation note for APP027,No
322,APP027,Loan,TeleSales,DI,Disbursed,2025-09-12 01:23,Third Party,Complete,Disbursed done for DI,Yes,Partial,NA,Medium,NA,Yes,389,Yes,Yes,Yes,Pending,Hold,Yes,Notes for DI,No,3,Approved,2025-09-12 02:23,PDOC note for APP027,9044,2025-09-12 03:23,Inactive,Yes,DI note for APP027,2025-09-11 22:02,2025-09-12 01:23,201,5,Yes,System,2025-09-12 01:23,Escalation note for APP027,No
323,APP027,Loan,TeleSales,DI,Activated,2025-09-12 02:40,Team B,Complete,Activated done for DI,No,None,NA,High,Yes,Yes,877,NA,NA,NA,Cleared,Approve,NA,Notes for DI,NA,0,Pending,2025-09-12 03:40,PDOC note for APP027,8565,2025-09-12 04:40,Inactive,NA,DI note for APP027,2025-09-12 01:51,2025-09-12 02:40,49,5,No,Team B,2025-09-12 02:40,Escalation note for APP027,Yes
324,APP027,Loan,TeleSales,DI,Welcome Kit Sent,2025-09-12 04:07,Third Party,Complete,Welcome Kit Sent done for DI,NA,Partial,NA,Medium,Yes,Yes,848,Yes,NA,No,Rejected,Hold,No,Notes for DI,Yes,1,Escalated,2025-09-12 05:07,PDOC note for APP027,2071,2025-09-12 06:07,Active,Yes,DI note for APP027,2025-09-12 02:58,2025-09-12 04:07,69,1,No,Team B,2025-09-12 04:07,Escalation note for APP027,Yes
325,APP028,Other,Branch,Sourcing,Submitted,2025-09-08 10:09,Auto,Escalated,Submitted done for Sourcing,No,None,NA,Medium,NA,Yes,590,Yes,No,Yes,Rejected,Hold,NA,Notes for Sourcing,NA,2,Pending,2025-09-08 11:09,PDOC note for APP028,8477,2025-09-08 12:09,Active,Yes,DI note for APP028,2025-09-08 07:00,2025-09-08 10:09,189,5,Yes,Team A,2025-09-08 10:09,Escalation note for APP028,Yes
326,APP028,Other,Branch,Sourcing,Reviewed,2025-09-08 13:00,Team A,Pending,Reviewed done for Sourcing,Yes,Exact,NA,Medium,Yes,NA,854,Yes,No,NA,Pending,Hold,Yes,Notes for Sourcing,Yes,1,Rejected,2025-09-08 14:00,PDOC note for APP028,1843,2025-09-08 15:00,Active,NA,DI note for APP028,2025-09-08 11:09,2025-09-08 13:00,111,9,No,Team B,2025-09-08 13:00,Escalation note for APP028,Yes
327,APP028,Other,Branch,Dedupe,Checked,2025-09-08 15:29,System,On Hold,Checked done for Dedupe,NA,None,Yes,High,NA,NA,553,NA,Yes,Yes,Rejected,Decline,Yes,Notes for Dedupe,No,1,Approved,2025-09-08 16:29,PDOC note for APP028,8447,2025-09-08 17:29,Active,NA,DI note for APP028,2025-09-08 13:29,2025-09-08 15:29,120,9,No,Team B,2025-09-08 15:29,Escalation note for APP028,Yes
328,APP028,Other,Branch,Dedupe,Flagged,2025-09-08 19:16,Team B,On Hold,Flagged done for Dedupe,No,None,Yes,Low,NA,Yes,817,NA,NA,NA,Pending,Approve,NA,Notes for Dedupe,NA,3,Approved,2025-09-08 20:16,PDOC note for APP028,5360,2025-09-08 21:16,Active,Yes,DI note for APP028,2025-09-08 16:28,2025-09-08 19:16,168,4,No,Team B,2025-09-08 19:16,Escalation note for APP028,Yes
329,APP028,Other,Branch,Underwriting,Verified Documents,2025-09-08 22:09,Third Party,Approved,Verified Documents done for Underwriting,NA,Partial,No,Low,No,No,831,Yes,Yes,No,Rejected,Hold,No,Notes for Underwriting,No,1,Rejected,2025-09-08 23:09,PDOC note for APP028,6821,2025-09-09 00:09,Active,No,DI note for APP028,2025-09-08 19:47,2025-09-08 22:09,142,9,Yes,Team A,2025-09-08 22:09,Escalation note for APP028,Yes
330,APP028,Other,Branch,Underwriting,Decision,2025-09-09 00:41,Auto,Pending,Decision done for Underwriting,Yes,Partial,NA,Low,No,NA,654,NA,Yes,No,Rejected,Hold,No,Notes for Underwriting,Yes,3,Pending,2025-09-09 01:41,PDOC note for APP028,8107,2025-09-09 02:41,Inactive,NA,DI note for APP028,2025-09-08 22:44,2025-09-09 00:41,117,9,No,System,2025-09-09 00:41,Escalation note for APP028,No
331,APP028,Other,Branch,Underwriting,Escalated,2025-09-09 03:16,Team A,On Hold,Escalated done for Underwriting,No,Partial,Yes,Low,NA,NA,358,NA,Yes,Yes,Cleared,Approve,NA,Notes for Underwriting,NA,2,Complete,2025-09-09 04:16,PDOC note for APP028,2863,2025-09-09 05:16,Active,Yes,DI note for APP028,2025-09-09 01:33,2025-09-09 03:16,103,4,No,Team A,2025-09-09 03:16,Escalation note for APP028,Yes
332,APP028,Other,Branch,PDOC,Documents Collected,2025-09-09 05:58,Team B,Pending,Documents Collected done for PDOC,NA,None,No,Medium,No,NA,788,No,No,NA,Pending,Hold,Yes,Notes for PDOC,NA,3,On Hold,2025-09-09 06:58,PDOC note for APP028,3833,2025-09-09 07:58,Active,Yes,DI note for APP028,2025-09-09 03:25,2025-09-09 05:58,153,8,No,Team A,2025-09-09 05:58,Escalation note for APP028,Yes
333,APP028,Other,Branch,PDOC,PDOC Reviewed,2025-09-09 10:10,Team B,Escalated,PDOC Reviewed done for PDOC,NA,Partial,NA,Low,No,No,857,Yes,No,No,Rejected,Approve,NA,Notes for PDOC,No,2,Rejected,2025-09-09 11:10,PDOC note for APP028,5218,2025-09-09 12:10,Inactive,NA,DI note for APP028,2025-09-09 06:10,2025-09-09 10:10,240,2,Yes,Team A,2025-09-09 10:10,Escalation note for APP028,No
334,APP028,Other,Branch,DI,Disbursed,2025-09-09 13:31,Third Party,Pending,Disbursed done for DI,NA,Partial,NA,High,No,Yes,740,NA,No,No,Cleared,Hold,NA,Notes for DI,Yes,0,Rejected,2025-09-09 14:31,PDOC note for APP028,4507,2025-09-09 15:31,Inactive,NA,DI note for APP028,2025-09-09 10:29,2025-09-09 13:31,182,10,No,Team A,2025-09-09 13:31,Escalation note for APP028,No
335,APP028,Other,Branch,DI,Activated,2025-09-09 15:48,Team B,Complete,Activated done for DI,NA,None,No,High,NA,No,753,No,NA,NA,Rejected,Approve,No,Notes for DI,Yes,0,Rejected,2025-09-09 16:48,PDOC note for APP028,4581,2025-09-09 17:48,Inactive,NA,DI note for APP028,2025-09-09 14:25,2025-09-09 15:48,83,6,No,System,2025-09-09 15:48,Escalation note for APP028,Yes
336,APP028,Other,Branch,DI,Welcome Kit Sent,2025-09-09 18:50,System,Rejected,Welcome Kit Sent done for DI,Yes,Exact,Yes,Medium,NA,NA,650,Yes,No,Yes,Rejected,Hold,No,Notes for DI,NA,1,On Hold,2025-09-09 19:50,PDOC note for APP028,7993,2025-09-09 20:50,Active,No,DI note for APP028,2025-09-09 16:04,2025-09-09 18:50,166,6,Yes,Team A,2025-09-09 18:50,Escalation note for APP028,Yes
337,APP029,Other,Partner,Sourcing,Submitted,2025-09-11 05:12,Auto,On Hold,Submitted done for Sourcing,NA,Exact,Yes,Low,No,NA,830,No,No,Yes,Pending,Approve,Yes,Notes for Sourcing,NA,2,Complete,2025-09-11 06:12,PDOC note for APP029,5603,2025-09-11 07:12,Active,Yes,DI note for APP029,2025-09-11 03:00,2025-09-11 05:12,132,9,Yes,System,2025-09-11 05:12,Escalation note for APP029,No
338,APP029,Other,Partner,Sourcing,Reviewed,2025-09-11 07:35,System,Pending,Reviewed done for Sourcing,No,Partial,Yes,High,No,Yes,641,NA,NA,No,Rejected,Approve,No,Notes for Sourcing,Yes,0,Escalated,2025-09-11 08:35,PDOC note for APP029,3620,2025-09-11 09:35,Inactive,NA,DI note for APP029,2025-09-11 05:57,2025-09-11 07:35,98,7,No,Team A,2025-09-11 07:35,Escalation note for APP029,Yes
339,APP029,Other,Partner,Dedupe,Checked,2025-09-11 08:26,Team B,Rejected,Checked done for Dedupe,Yes,Partial,Yes,High,NA,No,853,Yes,NA,No,Rejected,Hold,NA,Notes for Dedupe,Yes,2,Rejected,2025-09-11 09:26,PDOC note for APP029,1412,2025-09-11 10:26,Inactive,NA,DI note for APP029,2025-09-11 07:45,2025-09-11 08:26,41,6,No,System,2025-09-11 08:26,Escalation note for APP029,Yes
340,APP029,Other,Partner,Dedupe,Flagged,2025-09-11 10:53,Auto,Escalated,Flagged done for Dedupe,Yes,None,No,High,NA,Yes,827,Yes,No,NA,Rejected,Approve,Yes,Notes for Dedupe,No,2,Escalated,2025-09-11 11:53,PDOC note for APP029,6334,2025-09-11 12:53,Active,Yes,DI note for APP029,2025-09-11 09:17,2025-09-11 10:53,96,6,Yes,Team A,2025-09-11 10:53,Escalation note for APP029,No
341,APP029,Other,Partner,Underwriting,Verified Documents,2025-09-11 12:46,Auto,Pending,Verified Documents done for Underwriting,Yes,Exact,NA,High,NA,NA,703,Yes,NA,Yes,Pending,Decline,NA,Notes for Underwriting,NA,0,Rejected,2025-09-11 13:46,PDOC note for APP029,9486,2025-09-11 14:46,Inactive,NA,DI note for APP029,2025-09-11 10:59,2025-09-11 12:46,107,2,Yes,Team B,2025-09-11 12:46,Escalation note for APP029,No
342,APP029,Other,Partner,Underwriting,Decision,2025-09-11 15:29,Auto,Approved,Decision done for Underwriting,No,None,No,High,NA,No,555,No,NA,NA,Rejected,Hold,NA,Notes for Underwriting,Yes,1,Complete,2025-09-11 16:29,PDOC note for APP029,7083,2025-09-11 17:29,Active,NA,DI note for APP029,2025-09-11 13:37,2025-09-11 15:29,112,10,No,Team B,2025-09-11 15:29,Escalation note for APP029,Yes
343,APP029,Other,Partner,Underwriting,Escalated,2025-09-11 16:25,Team A,Pending,Escalated done for Underwriting,NA,None,No,High,NA,Yes,622,No,Yes,Yes,Pending,Hold,NA,Notes for Underwriting,No,1,Complete,2025-09-11 17:25,PDOC note for APP029,2938,2025-09-11 18:25,Active,No,DI note for APP029,2025-09-11 15:50,2025-09-11 16:25,35,10,Yes,Team B,2025-09-11 16:25,Escalation note for APP029,Yes
344,APP029,Other,Partner,PDOC,Documents Collected,2025-09-11 20:19,Third Party,Complete,Documents Collected done for PDOC,No,None,NA,Low,NA,NA,821,No,NA,NA,Rejected,Decline,Yes,Notes for PDOC,Yes,2,Complete,2025-09-11 21:19,PDOC note for APP029,5574,2025-09-11 22:19,Active,Yes,DI note for APP029,2025-09-11 16:50,2025-09-11 20:19,209,1,No,System,2025-09-11 20:19,Escalation note for APP029,No
345,APP029,Other,Partner,PDOC,PDOC Reviewed,2025-09-11 21:47,Auto,On Hold,PDOC Reviewed done for PDOC,Yes,Partial,NA,High,Yes,NA,630,Yes,No,NA,Cleared,Hold,Yes,Notes for PDOC,No,3,Complete,2025-09-11 22:47,PDOC note for APP029,3549,2025-09-11 23:47,Inactive,NA,DI note for APP029,2025-09-11 21:15,2025-09-11 21:47,32,10,Yes,System,2025-09-11 21:47,Escalation note for APP029,Yes
346,APP029,Other,Partner,DI,Disbursed,2025-09-12 01:10,System,Approved,Disbursed done for DI,NA,None,Yes,Low,NA,No,508,NA,NA,No,Pending,Approve,Yes,Notes for DI,No,3,Rejected,2025-09-12 02:10,PDOC note for APP029,5805,2025-09-12 03:10,Inactive,No,DI note for APP029,2025-09-11 22:17,2025-09-12 01:10,173,2,No,System,2025-09-12 01:10,Escalation note for APP029,Yes
347,APP029,Other,Partner,DI,Activated,2025-09-12 02:22,Third Party,On Hold,Activated done for DI,NA,None,Yes,Medium,NA,NA,703,No,NA,NA,Pending,Hold,No,Notes for DI,NA,3,On Hold,2025-09-12 03:22,PDOC note for APP029,5868,2025-09-12 04:22,Inactive,NA,DI note for APP029,2025-09-12 02:08,2025-09-12 02:22,14,1,Yes,Team B,2025-09-12 02:22,Escalation note for APP029,No
348,APP029,Other,Partner,DI,Welcome Kit Sent,2025-09-12 03:45,Team B,Pending,Welcome Kit Sent done for DI,NA,None,NA,Medium,Yes,NA,806,No,NA,NA,Cleared,Decline,Yes,Notes for DI,Yes,0,Complete,2025-09-12 04:45,PDOC note for APP029,7227,2025-09-12 05:45,Active,NA,DI note for APP029,2025-09-12 03:22,2025-09-12 03:45,23,7,No,Team A,2025-09-12 03:45,Escalation note for APP029,Yes
349,APP030,Loan,Partner,Sourcing,Submitted,2025-09-10 06:16,Team A,Approved,Submitted done for Sourcing,NA,Partial,NA,Low,Yes,Yes,730,No,Yes,Yes,Rejected,Hold,NA,Notes for Sourcing,NA,1,Approved,2025-09-10 07:16,PDOC note for APP030,1703,2025-09-10 08:16,Active,Yes,DI note for APP030,2025-09-10 03:00,2025-09-10 06:16,196,4,No,Team A,2025-09-10 06:16,Escalation note for APP030,Yes
350,APP030,Loan,Partner,Sourcing,Reviewed,2025-09-10 07:30,Auto,Approved,Reviewed done for Sourcing,Yes,Exact,No,Low,No,No,343,NA,No,Yes,Rejected,Decline,NA,Notes for Sourcing,NA,3,Escalated,2025-09-10 08:30,PDOC note for APP030,8956,2025-09-10 09:30,Inactive,No,DI note for APP030,2025-09-10 06:38,2025-09-10 07:30,52,2,Yes,Team A,2025-09-10 07:30,Escalation note for APP030,No
351,APP030,Loan,Partner,Dedupe,Checked,2025-09-10 08:49,Auto,Complete,Checked done for Dedupe,No,None,No,Low,Yes,NA,509,Yes,No,No,Pending,Decline,Yes,Notes for Dedupe,NA,0,Pending,2025-09-10 09:49,PDOC note for APP030,5087,2025-09-10 10:49,Active,NA,DI note for APP030,2025-09-10 07:45,2025-09-10 08:49,64,5,Yes,System,2025-09-10 08:49,Escalation note for APP030,No
352,APP030,Loan,Partner,Dedupe,Flagged,2025-09-10 12:15,Team A,Rejected,Flagged done for Dedupe,NA,None,Yes,Medium,NA,Yes,465,No,NA,Yes,Rejected,Hold,Yes,Notes for Dedupe,NA,0,Rejected,2025-09-10 13:15,PDOC note for APP030,10000,2025-09-10 14:15,Active,NA,DI note for APP030,2025-09-10 09:01,2025-09-10 12:15,194,3,No,System,2025-09-10 12:15,Escalation note for APP030,Yes
353,APP030,Loan,Partner,Underwriting,Verified Documents,2025-09-10 15:36,System,Approved,Verified Documents done for Underwriting,No,None,No,Medium,Yes,Yes,851,NA,Yes,No,Pending,Approve,Yes,Notes for Underwriting,Yes,3,Approved,2025-09-10 16:36,PDOC note for APP030,9267,2025-09-10 17:36,Active,NA,DI note for APP030,2025-09-10 12:58,2025-09-10 15:36,158,1,Yes,Team A,2025-09-10 15:36,Escalation note for APP030,No
354,APP030,Loan,Partner,Underwriting,Decision,2025-09-10 18:52,System,Rejected,Decision done for Underwriting,NA,Exact,Yes,High,Yes,Yes,624,NA,NA,Yes,Cleared,Decline,Yes,Notes for Underwriting,Yes,0,Rejected,2025-09-10 19:52,PDOC note for APP030,8895,2025-09-10 20:52,Active,No,DI note for APP030,2025-09-10 15:54,2025-09-10 18:52,178,5,No,System,2025-09-10 18:52,Escalation note for APP030,No
355,APP030,Loan,Partner,Underwriting,Escalated,2025-09-10 20:14,Auto,Approved,Escalated done for Underwriting,Yes,Partial,No,Low,NA,NA,419,NA,No,No,Rejected,Approve,No,Notes for Underwriting,Yes,1,Approved,2025-09-10 21:14,PDOC note for APP030,6288,2025-09-10 22:14,Active,No,DI note for APP030,2025-09-10 19:21,2025-09-10 20:14,53,3,Yes,Team B,2025-09-10 20:14,Escalation note for APP030,Yes
356,APP030,Loan,Partner,PDOC,Documents Collected,2025-09-10 23:16,Auto,Approved,Documents Collected done for PDOC,Yes,Partial,No,Medium,No,No,398,Yes,Yes,NA,Pending,Hold,NA,Notes for PDOC,Yes,0,Approved,2025-09-11 00:16,PDOC note for APP030,9772,2025-09-11 01:16,Active,Yes,DI note for APP030,2025-09-10 20:38,2025-09-10 23:16,158,7,Yes,Team A,2025-09-10 23:16,Escalation note for APP030,Yes
357,APP030,Loan,Partner,PDOC,PDOC Reviewed,2025-09-11 02:55,Team A,On Hold,PDOC Reviewed done for PDOC,Yes,None,Yes,High,NA,Yes,893,NA,Yes,No,Rejected,Decline,Yes,Notes for PDOC,No,0,Escalated,2025-09-11 03:55,PDOC note for APP030,7911,2025-09-11 04:55,Active,NA,DI note for APP030,2025-09-10 23:41,2025-09-11 02:55,194,7,No,Team B,2025-09-11 02:55,Escalation note for APP030,Yes
358,APP030,Loan,Partner,DI,Disbursed,2025-09-11 04:25,Auto,Pending,Disbursed done for DI,Yes,Exact,NA,Low,Yes,NA,327,Yes,No,NA,Rejected,Hold,No,Notes for DI,No,1,Complete,2025-09-11 05:25,PDOC note for APP030,3527,2025-09-11 06:25,Inactive,No,DI note for APP030,2025-09-11 03:13,2025-09-11 04:25,72,8,Yes,Team B,2025-09-11 04:25,Escalation note for APP030,Yes
359,APP030,Loan,Partner,DI,Activated,2025-09-11 06:31,Third Party,Complete,Activated done for DI,Yes,None,Yes,High,NA,Yes,554,Yes,No,No,Pending,Approve,Yes,Notes for DI,Yes,0,On Hold,2025-09-11 07:31,PDOC note for APP030,7769,2025-09-11 08:31,Active,No,DI note for APP030,2025-09-11 04:39,2025-09-11 06:31,112,5,Yes,Team A,2025-09-11 06:31,Escalation note for APP030,Yes
360,APP030,Loan,Partner,DI,Welcome Kit Sent,2025-09-11 08:59,Team B,Pending,Welcome Kit Sent done for DI,Yes,Partial,NA,Low,NA,No,582,NA,Yes,No,Cleared,Approve,No,Notes for DI,Yes,1,Approved,2025-09-11 09:59,PDOC note for APP030,9457,2025-09-11 10:59,Inactive,NA,DI note for APP030,2025-09-11 07:07,2025-09-11 08:59,112,10,Yes,Team A,2025-09-11 08:59,Escalation note for APP030,Yes
361,APP031,Credit Card,Online,Sourcing,Submitted,2025-09-11 05:36,Auto,Escalated,Submitted done for Sourcing,No,None,NA,Low,No,Yes,320,Yes,No,Yes,Pending,Approve,No,Notes for Sourcing,NA,0,Rejected,2025-09-11 06:36,PDOC note for APP031,4660,2025-09-11 07:36,Active,NA,DI note for APP031,2025-09-11 05:00,2025-09-11 05:36,36,9,No,System,2025-09-11 05:36,Escalation note for APP031,Yes
362,APP031,Credit Card,Online,Sourcing,Reviewed,2025-09-11 08:00,System,Approved,Reviewed done for Sourcing,Yes,None,NA,Medium,Yes,No,737,Yes,No,NA,Pending,Decline,NA,Notes for Sourcing,Yes,1,Complete,2025-09-11 09:00,PDOC note for APP031,9749,2025-09-11 10:00,Active,Yes,DI note for APP031,2025-09-11 06:09,2025-09-11 08:00,111,2,No,System,2025-09-11 08:00,Escalation note for APP031,Yes
363,APP031,Credit Card,Online,Dedupe,Checked,2025-09-11 11:11,System,On Hold,Checked done for Dedupe,NA,Partial,No,Medium,NA,No,677,NA,NA,No,Pending,Approve,NA,Notes for Dedupe,NA,0,Pending,2025-09-11 12:11,PDOC note for APP031,6655,2025-09-11 13:11,Active,NA,DI note for APP031,2025-09-11 08:58,2025-09-11 11:11,133,7,Yes,Team A,2025-09-11 11:11,Escalation note for APP031,Yes
364,APP031,Credit Card,Online,Dedupe,Flagged,2025-09-11 13:49,Team A,Escalated,Flagged done for Dedupe,No,Partial,Yes,High,NA,No,659,NA,No,Yes,Pending,Decline,Yes,Notes for Dedupe,No,0,Escalated,2025-09-11 14:49,PDOC note for APP031,7952,2025-09-11 15:49,Active,No,DI note for APP031,2025-09-11 12:04,2025-09-11 13:49,105,2,No,Team A,2025-09-11 13:49,Escalation note for APP031,Yes
365,APP031,Credit Card,Online,Underwriting,Verified Documents,2025-09-11 17:54,Third Party,Complete,Verified Documents done for Underwriting,NA,Exact,NA,High,NA,NA,490,NA,NA,No,Cleared,Decline,NA,Notes for Underwriting,Yes,0,Pending,2025-09-11 18:54,PDOC note for APP031,5036,2025-09-11 19:54,Inactive,No,DI note for APP031,2025-09-11 14:15,2025-09-11 17:54,219,6,No,Team A,2025-09-11 17:54,Escalation note for APP031,No
366,APP031,Credit Card,Online,Underwriting,Decision,2025-09-11 22:20,Team B,Pending,Decision done for Underwriting,No,Exact,No,High,No,Yes,473,No,Yes,NA,Pending,Hold,No,Notes for Underwriting,Yes,1,Complete,2025-09-11 23:20,PDOC note for APP031,1765,2025-09-12 00:20,Active,No,DI note for APP031,2025-09-11 18:36,2025-09-11 22:20,224,2,Yes,Team B,2025-09-11 22:20,Escalation note for APP031,Yes
367,APP031,Credit Card,Online,Underwriting,Escalated,2025-09-12 00:05,Auto,Complete,Escalated done for Underwriting,NA,Partial,NA,Low,Yes,No,858,NA,No,Yes,Cleared,Hold,No,Notes for Underwriting,Yes,0,Complete,2025-09-12 01:05,PDOC note for APP031,1823,2025-09-12 02:05,Inactive,Yes,DI note for APP031,2025-09-11 22:51,2025-09-12 00:05,74,1,Yes,System,2025-09-12 00:05,Escalation note for APP031,No
368,APP031,Credit Card,Online,PDOC,Documents Collected,2025-09-12 03:54,Team B,On Hold,Documents Collected done for PDOC,NA,Partial,NA,Medium,No,No,643,Yes,No,Yes,Rejected,Hold,No,Notes for PDOC,Yes,1,Pending,2025-09-12 04:54,PDOC note for APP031,3227,2025-09-12 05:54,Active,No,DI note for APP031,2025-09-12 00:56,2025-09-12 03:54,178,2,Yes,Team B,2025-09-12 03:54,Escalation note for APP031,Yes
